"id";"title";"artist";"lyrics"
"24";"Comida";"Titãs";"Bebida é água!
Comida é pasto!
Você tem sede de que?
Você tem fome de que?...
A gente não quer só comida
A gente quer comida
Diversão e arte
A gente não quer só comida
A gente quer saída
Para qualquer parte...
A gente não quer só comida
A gente quer bebida
Diversão, balé
A gente não quer só comida
A gente quer a vida
Como a vida quer...
Bebida é água!
Comida é pasto!
Você tem sede de que?
Você tem fome de que?...
A gente não quer só comer
A gente quer comer
E quer fazer amor
A gente não quer só comer
A gente quer prazer
Prá aliviar a dor...
A gente não quer
Só dinheiro
A gente quer dinheiro
E felicidade
A gente não quer
Só dinheiro
A gente quer inteiro
E não pela metade...
Bebida é água!
Comida é pasto!
Você tem sede de que?
Você tem fome de que?...
A gente não quer só comida
A gente quer comida
Diversão e arte
A gente não quer só comida
A gente quer saída
Para qualquer parte...
A gente não quer só comida
A gente quer bebida
Diversão, balé
A gente não quer só comida
A gente quer a vida
Como a vida quer...
A gente não quer só comer
A gente quer comer
E quer fazer amor
A gente não quer só comer
A gente quer prazer
Pra aliviar a dor...
A gente não quer
Só dinheiro
A gente quer dinheiro
E felicidade
A gente não quer
Só dinheiro
A gente quer inteiro
E não pela metade...
Diversão e arte
Para qualquer parte
Diversão, balé
Como a vida quer
Desejo, necessidade, vontade
Necessidade, desejo, eh!
Necessidade, vontade, eh!
Necessidade..."
"25";"Faroeste Caboclo";"Legião Urbana";"Não tinha medo o tal João de Santo Cristo Era o que todos diziam quando ele se perdeu Deixou pra trás todo o marasmo da fazenda Só pra sentir no seu sangue o ódio que Jesus lhe deu Quando criança só pensava em ser bandido Ainda mais quando com um tiro de soldado o pai morreu Era o terror da cercania onde morava E na escola até o professor com ele aprendeu Ia pra igreja só pra roubar o dinheiro Que as velhinhas colocavam na caixinha do altar Sentia mesmo que era mesmo diferente Sentia que aquilo ali não era o seu lugar Ele queria sair para ver o mar E as coisas que ele via na televisão Juntou dinheiro para poder viajar De escolha própria, escolheu a solidão Comia todas as menininhas da cidade De tanto brincar de médico aos doze era professor Aos quinze foi mandado pro reformatório Onde aumentou seu ódio diante de tanto terror Não entendia como a vida funcionava Descriminação por causa da sua classe e sua cor Ficou cansado de tentar achar resposta E comprou uma passagem foi direto a Salvador E lá chegando foi tomar um cafezinho E encontrou um boiadeiro com quem foi falar E o boiadeiro tinha uma passagem Ia perder a viagem mas João foi lhe salvar Dizia ele ''Estou indo pra Brasília Nesse país lugar melhor não há Tô precisando visitar a minha filha Eu fico aqui e você vai no meu lugar'' E João aceitou sua proposta E num ônibus entrou no Planalto Central Ele ficou bestificado com a cidade Saindo da rodoviária viu as luzes de natal Meu Deus, mas que cidade linda! No Ano Novo eu começo a trabalhar Cortar madeira aprendiz de carpinteiro Ganhava cem mil por mês em Taguatinga Na sexta feira ia pra zona da cidade Gastar todo o seu dinheiro de rapaz trabalhador E conhecia muita gente interessante Até um neto bastardo do seu bisavô Um peruano que vivia na Bolívia E muitas coisas trazia de lá Seu nome era Pablo e ele dizia Que um negócio ele ia começar E Santo Cristo até a morte trabalhava Mas o dinheiro não dava pra ele se alimentar E ouvia às sete horas o noticiário Que sempre dizia que seu ministro ia ajudar Mas ele não queria mais conversa E decidiu que, como Pablo, ele iria se virar Elaborou mais uma vez seu plano santo E sem ser crucificado a plantação foi começar Logo, logo os maluco da cidade Souberam da novidade ''Tem bagulho bom aí!'' E o João de Santo Cristo ficou rico E acabou com todos os traficantes dali Fez amigos, frequentava a Asa Norte Ia pra festa de rock pra se libertar Mas de repente Sob uma má influência dos boyzinhos da cidade Começou a roubar Já no primeiro roubo ele dançou E pro inferno ele foi pela primeira vez Violência e estupro do seu corpo ''Vocês vão ver, eu vou pegar vocês!'' Agora Santo Cristo era bandido Destemido e temido no Distrito Federal Não tinha nenhum medo de polícia Capitão ou traficante, playboy ou general Foi quando conheceu uma menina E de todos os seus pecados ele se arrependeu Maria Lúcia era uma menina linda E o coração dele pra ela o Santo Cristo prometeu Ele dizia que queria se casar E carpinteiro ele voltou a ser Maria Lúcia pra sempre vou te amar E um filho com você eu quero ter O tempo passa E um dia vem na porta um senhor de alta classe Com dinheiro na mão E ele faz uma proposta indecorosa E diz que espera uma resposta, uma resposta de João ''Não boto bomba em banca de jornal Nem em colégio de criança Isso eu não faço não E não protejo general de dez estrelas Que fica atrás da mesa com o cu na mão E é melhor o senhor sair da minha casa E nunca brinque com um peixes de ascendente escorpião'' Mas antes de sair com ódio no olhar O velho disse: Você perdeu a sua vida, meu irmão! Você perdeu a sua vida, meu irmão! Você perdeu a sua vida, meu irmão! Essas palavras vão entrar no coração Eu vou sofrer as consequências como um cão Não é que o Santo Cristo estava certo Seu futuro era incerto E ele não foi trabalhar Se embebedou e no meio da bebedeira Descobriu que tinha outro trabalhando em seu lugar Falou com Pablo que queria um parceiro Que também tinha dinheiro e queria se armar Pablo trazia o contrabando da Bolívia E Santo Cristo revendia em Planaltina Mas acontece que um tal de Jeremias Traficante de renome apareceu por lá Ficou sabendo dos planos de Santo Cristo E decidiu que com João ele ia acabar Mas Pablo trouxe uma Winchester 22 E Santo Cristo já sabia atirar E decidiu usar a arma só depois Que Jeremias começasse a brigar Jeremias maconheiro sem vergonha Organizou a Rockonha e fez todo mundo dançar Desvirginava mocinhas inocentes E dizia que era crente, mas não sabia rezar E Santo Cristo há muito não ia pra casa E a saudade começou a apertar Eu vou me embora, eu vou ver Maria Lúcia Já está em tempo de a gente se casar Chegando em casa então ele chorou E pro inferno ele foi pela segunda vez Com Maria Lúcia Jeremias se casou E um filho nela ele fez Santo Cristo era só ódio por dentro E então o Jeremias pra um duelo ele chamou Amanhã as duas horas na Ceilândia Em frente ao lote catorze é pra lá que eu vou E você pode escolher as suas armas Que eu acabo mesmo com você, seu porco traidor E mato também Maria Lúcia Aquela menina boçal pra quem jurei o meu amor E Santo Cristo não sabia o que fazer Quando viu o repórter da televisão Que deu notícia do duelo na Tv Dizendo a hora, o local e a razão No sábado, então as duas horas Todo o povo sem demora Foi lá só pra assistir Um homem que atirava pelas costas E acertou o Santo Cristo E começou a sorrir Sentindo o sangue na garganta João olhou pras bandeirinhas E pro povo a aplaudir E olhou pro sorveteiro E pras câmeras e a gente da Tv filmava tudo ali E se lembrou de quando era uma criança E de tudo o que vivera até ali E decidiu entrar de vez naquela dança Se a Via-Crucis virou circo, estou aqui E nisso o sol cegou seus olhos E então Maria Lúcia ele reconheceu Ela trazia a Winchester 22 A arma que seu primo Pablo lhe deu Jeremias, eu sou homem Coisa que você não é E não atiro pelas costas, não Olha prá cá filho-da-puta sem vergonha Dá uma olhada no meu sangue E vem sentir o teu perdão E Santo Cristo com a Winchester 22 Deu cinco tiros no bandido traidor Maria Lúcia se arrependeu depois E morreu junto com João, seu protetor O povo declarava que João de Santo Cristo Era santo porque sabia morrer E a alta burguesia da cidade não acreditou na história Que eles viram da Tv E João não conseguiu o que queria Quando veio pra Brasília com o diabo ter Ele queria era falar com o presidente Pra ajudar toda essa gente que só faz Sofrer"
"26";"Por Você";"Barão Vermelho";"Por você eu dançaria tango no teto
Eu limparia os trilhos do metrô
Eu iria a pé do Rio a Salvador
Eu aceitaria a vida como ela é
Viajaria a prazo pro inferno
Eu tomaria banho gelado no inverno
Por você eu deixaria de beber
Por você eu ficaria rico num mês
Eu dormiria de meia pra virar burguês
Eu mudaria até o meu nome
Eu viveria em greve de fome
Desejaria todo dia,
A mesma mulher
Por você, por você
Por você, por você
Por você conseguiria até ficar alegre
Pintaria todo o céu de vermelho
Eu teria mais herdeiros que um coelho
Eu aceitaria a vida como ela é
Viajaria a prazo pro inferno
Eu tomaria banho gelado no inverno
Eu mudaria até o meu nome
Eu viveria em greve de fome
Desejaria todo dia,
A mesma mulher
Por você, por você
Por você, por você
Nananana....
Eu mudaria até o meu nome
Eu viveria em greve de fome
Desejaria todo dia,
A mesma mulher
Por você, por você
Por você..."
"27";"Oceano";"Djavan";"Assim
Que o dia amanheceu
Lá no mar alto da paixão
Dava pra ver o tempo ruir
Cadê você? Que solidão!
Esquecera de mim
Enfim
De tudo que há na terra
Não há nada em lugar nenhum
Que vá crescer sem voce chegar
Longe de ti tudo parou
Ninguém sabe o que eu sofri
Amar é um deserto
E seus temores
Vida que vai na sela
Dessas dores
Não sabe voltar
Me dá teu calor
Vem me fazer feliz
Porque eu te amo
Você deságua em mim
E eu oceano
Esqueço que amar
É quase uma dor
Só sei
Viver
Se for
Por você
© 1989 Luanda Edições Musicais Ltda."
"28";"Apesar de Você";"Chico Buarque";"Hoje você é quem manda
Falou, tá falado
Não tem discussão
A minha gente hoje anda
Falando de lado
E olhando pro chão, viu
Você que inventou esse estado
E inventou de inventar
Toda a escuridão
Você que inventou o pecado
Esqueceu-se de inventar
O perdão
Apesar de você
Amanhã há de ser
Outro dia
Eu pergunto a você
Onde vai se esconder
Da enorme euforia
Como vai proibir
Quando o galo insistir
Em cantar
Água nova brotando
E a gente se amando
Sem parar
Quando chegar o momento
Esse meu sofrimento
Vou cobrar com juros, juro
Todo esse amor reprimido
Esse grito contido
Este samba no escuro
Você que inventou a tristeza
Ora, tenha a fineza
De desinventar
Você vai pagar e é dobrado
Cada lágrima rolada
Nesse meu penar
Apesar de você
Amanhã há de ser
Outro dia
Inda pago pra ver
O jardim florescer
Qual você não queria
Você vai se amargar
Vendo o dia raiar
Sem lhe pedir licença
E eu vou morrer de rir
Que esse dia há de vir
Antes do que você pensa
Apesar de você
Amanhã há de ser
Outro dia
Você vai ter que ver
A manhã renascer
E esbanjar poesia
Como vai se explicar
Vendo o céu clarear
De repente, impunemente
Como vai abafar
Nosso coro a cantar
Na sua frente
Apesar de você
Amanhã há de ser
Outro dia
Você vai se dar mal
Etc. e tal
1970 © by Cara Nova Editora Musical Ltda."
"29";"Malandragem";"Cássia Eller";"Quem sabe eu ainda sou uma garotinha
Esperando o ônibus da escola sozinha
Cansada com minhas meias três-quartos
Rezando baixo pelos cantos
Por ser uma menina má
Quem sabe o príncipe virou um chato
Que vive dando no meu saco
Quem sabe a vida é não sonhar
Eu só peço a Deus
Um pouco de malandragem
Pois sou criança e não conheço a verdade
Eu sou poeta e não aprendi a amar
Eu sou poeta e não aprendi a amar
Bobeira é não viver a realidade
E eu ainda tenho uma tarde inteira
Eu ando nas ruas, eu troco um cheque
Mudo uma planta de lugar
Dirijo meu carro
Tomo o meu pileque
E ainda tenho tempo pra cantar
Eu só peço a Deus
Um pouco de malandragem
Pois sou criança e não conheço a verdade
Eu sou poeta e não aprendi a amar
Eu sou poeta e não aprendi a amar"
"30";"Carcará";"Maria Bethânia";"Carcará Pega, mata e come Carcará num vai morrer de fome Carcará Lá no sertão É um bicho que avoa que nem avião É um pássaro malvado Tem o bico volteado que nem gavião Carcará quando vê roça queimada Sai voando, cantando, carcará Vai fazer sua caçada (carcará) Carcará come inté cobra queimada Quando chega o tempo da invernada No sertão não tem mais roça queimada Carcará mesmo assim num passa fome Os burrego que nasce na baixada Carcará pega, mata e come Carcará num vai morrer de fome Carcará, mais coragem do que homem Carcará pega, mata e come Carcará é malvado, é valentão É a águia de lá do meu sertão Os burrego novinho num pode andá Ele pega no bico inté matá Carcará pega, mata e come Carcará num vai morrer de fome Carcará, mais coragem do que homem Carcará pega, mata e come Carcará (Carcará) em 1950, mais de 2 milhões de nordestinos (Carcará) viviam fora dos seus estados natais (Carcará) 10% da população do Ceará emigrou (Carcará) 13% do Piauí (Carcará) 15% da Bahia (Carcará) 17% de Alagoas (Carcará) pega, mata e come Carcará num vai morrer de fome Carcará, mais coragem do que homem Carcará pega, mata e come"
"31";"Dona";"Roupa Nova";"Dona desses traiçoeiros
Sonhos sempre verdadeiros
Oh Dona desses animais
Dona dos seus ideais
Pelas ruas onde andas
Onde mandas todos nós
Somos sempre mensageiros
Esperando tua voz
Teus desejos, uma ordem
Nada é nunca, nunca é não
Por que tens essa certeza
Dentro do teu coração
Tã, tã, tã, batem na porta
Não precisa ver quem é
Pra sentir a impaciência
Do teu pulso de mulher
Um olhar me atira à cama
Um beijo me faz amar
Não levanto, não me escondo
Porque sei que és minha dona
Dona desses traiçoeiros
Sonhos sempre verdadeiros
Oh Dona desses animais
Dona dos seus ideais
Não há pedra em teu caminho
Não há ondas no teu mar
Não há vento ou tempestade
Que te impeçam de voar
Entre a cobra e o passarinho
Entre a pomba e o gavião
Ou teu ódio ou teu carinho
Nos carregam pela mão
É a moça da cantiga
A mulher da criação
Umas vezes nossa amiga
Outras nossa perdição
O poder que nos levanta
A força que nos faz cair
Qual de nós ainda não sabe
Que isso tudo te faz dona
Dona"
"32";"Pérola Negra";"Luiz Melodia";"Tente passar pelo que estou passando
Tente apagar este teu novo engano
Tente me amar pois estou te amando
Baby, te amo, nem sei se te amo
Tente usar a roupa que estou usando
Tente esquecer em que ano estamos
Arranje algum sangue, escreva num pano
Pérola Negra, te amo, te amo
Rasgue a camisa, enxugue meu pranto
Como prova de amor mostre teu novo canto
Escreva num quadro em palavras gigantes
Pérola Negra, te amo, te amo
Tente entender tudo mais sobre o sexo
Peça meu livro querendo eu te empresto
Se inteire da coisa sem haver engano
Baby te amo, nem sei se te amo
Baby te amo, nem sei se te amo
Baby te amo, nem sei se te amo"
"33";"Me Chama";"Lobão";"Chove lá fora e aqui, tá tanto frio
Me dá vontade de saber
Aonde está você
Me telefona
Me chama, me chama, me chama
Nem sempre se vê
Lágrimas no escuro, lágrimas no escuro
Lágrimas, cadê você
Tá tudo cinza sem você
Tá tão vazio
E a noite fica sem porque
Aonde está você, me telefona
Me chama, me chama, me chama
Nem sempre se vê
Mágicas no absurdo, mágicas no absurdo"
"34";"As Curvas da Estrada de Santos";"Roberto Carlos";"Se você pretende saber quem eu sou Eu posso lhe dizer Entre no meu carro na Estrada de Santos E você vai me conhecer Você vai pensar que eu Não gosto nem mesmo de mim E que na minha idade Só a velocidade anda junto a mim Só ando sozinho e no meu caminho O tempo é cada vez menor Preciso de ajuda, por favor me acuda Eu vivo muito só Se acaso numa curva Eu me lembro do meu mundo Eu piso mais fundo, corrijo num segundo Não posso parar Eu prefiro as curvas da Estrada de Santos Onde eu tento esquecer Um amor que eu tive e vi pelo espelho Na distância se perder Mas se amor que eu perdi Eu novamente encontrar, oh As curvas se acabam e na Estrada de Santos Não vou mais passar Não, não vou mais passar, oh Eu prefiro as curvas da Estrada de Santos Onde eu tento esquecer Um amor que eu tive e vi pelo espelho Na distância se perder Mas se amor que eu perdi Eu novamente encontrar, oh, oh As curvas se acabam e na Estrada de Santos Eu não vou mais passar Não, não, não, não, não, não Na Estrada de Santos as curvas se acabam E eu não vou mais passar Não, não, não Oh, na Estrada de Santos as curvas se acabam"
